"Org.Code","Org.Name","Service.Type","RCI","Index_Type"
"RXY","KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST","RCI(incl XBD)",92.16,"Episode_MFF_adjusted"
"RY1","LIVERPOOL COMMUNITY HEALTH NHS TRUST","RCI(incl XBD)",104.71,"Episode_MFF_adjusted"
"RY2","BRIDGEWATER COMMUNITY HEALTHCARE NHS TRUST","RCI(incl XBD)",107.35,"Episode_MFF_adjusted"
"RY3","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","RCI(incl XBD)",90.96,"Episode_MFF_adjusted"
"RY4","HERTFORDSHIRE COMMUNITY NHS TRUST","RCI(incl XBD)",88,"Episode_MFF_adjusted"
"RY5","LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST","RCI(incl XBD)",102.94,"Episode_MFF_adjusted"
"RY6","LEEDS COMMUNITY HEALTHCARE NHS TRUST","RCI(incl XBD)",92.9,"Episode_MFF_adjusted"
"RY7","WIRRAL COMMUNITY NHS TRUST","RCI(incl XBD)",86.53,"Episode_MFF_adjusted"
"RY8","DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST","RCI(incl XBD)",110.9,"Episode_MFF_adjusted"
"RY9","HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST","RCI(incl XBD)",97.9,"Episode_MFF_adjusted"
"RYA","WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST","RCI(incl XBD)",92.55,"Episode_MFF_adjusted"
"RYC","EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST","RCI(incl XBD)",103.88,"Episode_MFF_adjusted"
"RYD","SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST","RCI(incl XBD)",101.73,"Episode_MFF_adjusted"
"RYE","SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST","RCI(incl XBD)",101.89,"Episode_MFF_adjusted"
"RYF","SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST","RCI(incl XBD)",103.09,"Episode_MFF_adjusted"
"RYG","COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST","RCI(incl XBD)",99.77,"Episode_MFF_adjusted"
"RYJ","IMPERIAL COLLEGE HEALTHCARE NHS TRUST","RCI(incl XBD)",106.44,"Episode_MFF_adjusted"
"RYK","DUDLEY AND WALSALL MENTAL HEALTH PARTNERSHIP NHS TRUST","RCI(incl XBD)",90.93,"Episode_MFF_adjusted"
"RYR","WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST","RCI(incl XBD)",90.28,"Episode_MFF_adjusted"
"RYV","CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST","RCI(incl XBD)",90.34,"Episode_MFF_adjusted"
"RYW","BIRMINGHAM COMMUNITY HEALTHCARE NHS TRUST","RCI(incl XBD)",101.57,"Episode_MFF_adjusted"
"RYX","CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST","RCI(incl XBD)",89.96,"Episode_MFF_adjusted"
"RYY","KENT COMMUNITY HEALTH NHS TRUST","RCI(incl XBD)",95.53,"Episode_MFF_adjusted"
"TAD","BRADFORD DISTRICT CARE TRUST","RCI(incl XBD)",102.35,"Episode_MFF_adjusted"
"TAE","MANCHESTER MENTAL HEALTH AND SOCIAL CARE TRUST","RCI(incl XBD)",98.55,"Episode_MFF_adjusted"
"TAF","CAMDEN AND ISLINGTON NHS FOUNDATION TRUST","RCI(incl XBD)",136,"Episode_MFF_adjusted"
"TAH","SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST","RCI(incl XBD)",130.65,"Episode_MFF_adjusted"
"TAJ","BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST","RCI(incl XBD)",103.66,"Episode_MFF_adjusted"
"R1A","WORCESTERSHIRE HEALTH AND CARE NHS TRUST","RCI(excl XBD)",102.89,"Episode_MFF_adjusted"
"R1C","SOLENT NHS TRUST","RCI(excl XBD)",105.74,"Episode_MFF_adjusted"
"R1D","SHROPSHIRE COMMUNITY HEALTH NHS TRUST","RCI(excl XBD)",105.69,"Episode_MFF_adjusted"
"R1E","STAFFORDSHIRE AND STOKE ON TRENT PARTNERSHIP NHS TRUST","RCI(excl XBD)",115.73,"Episode_MFF_adjusted"
"R1F","ISLE OF WIGHT NHS TRUST","RCI(excl XBD)",104.46,"Episode_MFF_adjusted"
"R1H","BARTS HEALTH NHS TRUST","RCI(excl XBD)",102.52,"Episode_MFF_adjusted"
"R1J","GLOUCESTERSHIRE CARE SERVICES NHS TRUST","RCI(excl XBD)",94.59,"Episode_MFF_adjusted"
"R1K","THE LONDON NORTH WEST HEALTHCARE NHS TRUST ","RCI(excl XBD)",108.15,"Episode_MFF_adjusted"
"RA2","ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST","RCI(excl XBD)",92.94,"Episode_MFF_adjusted"
"RA3","WESTON AREA HEALTH NHS TRUST","RCI(excl XBD)",101.12,"Episode_MFF_adjusted"
"RA4","YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST","RCI(excl XBD)",109,"Episode_MFF_adjusted"
"RA7","UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST","RCI(excl XBD)",95.53,"Episode_MFF_adjusted"
"RA9","TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST ","RCI(excl XBD)",99.9,"Episode_MFF_adjusted"
"RAE","BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST","RCI(excl XBD)",103.89,"Episode_MFF_adjusted"
"RAJ","SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","RCI(excl XBD)",92.59,"Episode_MFF_adjusted"
"RAL","ROYAL FREE LONDON NHS FOUNDATION TRUST","RCI(excl XBD)",97.73,"Episode_MFF_adjusted"
"RAN","ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST","RCI(excl XBD)",136.77,"Episode_MFF_adjusted"
"RAP","NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST","RCI(excl XBD)",91.6,"Episode_MFF_adjusted"
"RAS","THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST","RCI(excl XBD)",100.16,"Episode_MFF_adjusted"
"RAT","NORTH EAST LONDON NHS FOUNDATION TRUST","RCI(excl XBD)",106.85,"Episode_MFF_adjusted"
"RAX","KINGSTON HOSPITAL NHS FOUNDATION TRUST","RCI(excl XBD)",87.51,"Episode_MFF_adjusted"
"RBA","TAUNTON AND SOMERSET NHS FOUNDATION TRUST","RCI(excl XBD)",97.71,"Episode_MFF_adjusted"
"RBD","DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST","RCI(excl XBD)",93.17,"Episode_MFF_adjusted"
"RBK","WALSALL HEALTHCARE NHS TRUST","RCI(excl XBD)",97.13,"Episode_MFF_adjusted"
"RBL","WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST","RCI(excl XBD)",93.19,"Episode_MFF_adjusted"
"RBN","ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST","RCI(excl XBD)",95.7,"Episode_MFF_adjusted"
"RBQ","LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST","RCI(excl XBD)",102.86,"Episode_MFF_adjusted"
"RBS","ALDER HEY CHILDREN'S NHS FOUNDATION TRUST","RCI(excl XBD)",107.21,"Episode_MFF_adjusted"
"RBT","MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST","RCI(excl XBD)",93.8,"Episode_MFF_adjusted"
"RBV","THE CHRISTIE NHS FOUNDATION TRUST","RCI(excl XBD)",112.53,"Episode_MFF_adjusted"
"RBZ","NORTHERN DEVON HEALTHCARE NHS TRUST","RCI(excl XBD)",114.88,"Episode_MFF_adjusted"
"RC1","BEDFORD HOSPITAL NHS TRUST","RCI(excl XBD)",97.56,"Episode_MFF_adjusted"
"RC9","LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","RCI(excl XBD)",88.85,"Episode_MFF_adjusted"
"RCB","YORK TEACHING HOSPITAL NHS FOUNDATION TRUST","RCI(excl XBD)",96.01,"Episode_MFF_adjusted"
"RCD","HARROGATE AND DISTRICT NHS FOUNDATION TRUST","RCI(excl XBD)",95.57,"Episode_MFF_adjusted"
"RCF","AIREDALE NHS FOUNDATION TRUST","RCI(excl XBD)",95.74,"Episode_MFF_adjusted"
"RCU","SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST","RCI(excl XBD)",107.91,"Episode_MFF_adjusted"
"RCX","THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST","RCI(excl XBD)",100.11,"Episode_MFF_adjusted"
"RD1","ROYAL UNITED HOSPITAL BATH NHS TRUST","RCI(excl XBD)",85.41,"Episode_MFF_adjusted"
"RD3","POOLE HOSPITAL NHS FOUNDATION TRUST","RCI(excl XBD)",92.57,"Episode_MFF_adjusted"
"RD8","MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST","RCI(excl XBD)",102.42,"Episode_MFF_adjusted"
"RDD","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RCI(excl XBD)",100.07,"Episode_MFF_adjusted"
"RDE","COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST","RCI(excl XBD)",102.07,"Episode_MFF_adjusted"
"RDR","SUSSEX COMMUNITY NHS TRUST","RCI(excl XBD)",95.85,"Episode_MFF_adjusted"
"RDU","FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST","RCI(excl XBD)",99.72,"Episode_MFF_adjusted"
"RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","RCI(excl XBD)",102.97,"Episode_MFF_adjusted"
"RDZ","THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST","RCI(excl XBD)",89.44,"Episode_MFF_adjusted"
"RE9","SOUTH TYNESIDE NHS FOUNDATION TRUST","RCI(excl XBD)",106.24,"Episode_MFF_adjusted"
"REF","ROYAL CORNWALL HOSPITALS NHS TRUST","RCI(excl XBD)",90.95,"Episode_MFF_adjusted"
"REM","AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","RCI(excl XBD)",99.22,"Episode_MFF_adjusted"
"REN","THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST","RCI(excl XBD)",85.54,"Episode_MFF_adjusted"
"REP","LIVERPOOL WOMEN'S NHS FOUNDATION TRUST","RCI(excl XBD)",96.01,"Episode_MFF_adjusted"
"RET","THE WALTON CENTRE NHS FOUNDATION TRUST","RCI(excl XBD)",110.06,"Episode_MFF_adjusted"
"RF4","BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST","RCI(excl XBD)",100.7,"Episode_MFF_adjusted"
"RFF","BARNSLEY HOSPITAL NHS FOUNDATION TRUST","RCI(excl XBD)",100.54,"Episode_MFF_adjusted"
"RFR","THE ROTHERHAM NHS FOUNDATION TRUST","RCI(excl XBD)",104.78,"Episode_MFF_adjusted"
"RFS","CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST","RCI(excl XBD)",97.78,"Episode_MFF_adjusted"
"RGD","LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST","RCI(excl XBD)",116.19,"Episode_MFF_adjusted"
"RGM","PAPWORTH HOSPITAL NHS FOUNDATION TRUST","RCI(excl XBD)",110.29,"Episode_MFF_adjusted"
"RGN","PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST","RCI(excl XBD)",104,"Episode_MFF_adjusted"
"RGP","JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RCI(excl XBD)",97.78,"Episode_MFF_adjusted"
"RGQ","IPSWICH HOSPITAL NHS TRUST","RCI(excl XBD)",92.93,"Episode_MFF_adjusted"
"RGR","WEST SUFFOLK NHS FOUNDATION TRUST","RCI(excl XBD)",85.72,"Episode_MFF_adjusted"
"RGT","CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RCI(excl XBD)",104.1,"Episode_MFF_adjusted"
"RH5","SOMERSET PARTNERSHIP NHS FOUNDATION TRUST","RCI(excl XBD)",113.99,"Episode_MFF_adjusted"
"RH8","ROYAL DEVON AND EXETER NHS FOUNDATION TRUST","RCI(excl XBD)",96.32,"Episode_MFF_adjusted"
"RHA","NOTTINGHAMSHIRE HEALTHCARE NHS TRUST","RCI(excl XBD)",103.16,"Episode_MFF_adjusted"
"RHM","UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST","RCI(excl XBD)",94.89,"Episode_MFF_adjusted"
"RHQ","SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST","RCI(excl XBD)",99.27,"Episode_MFF_adjusted"
"RHU","PORTSMOUTH HOSPITALS NHS TRUST","RCI(excl XBD)",96.79,"Episode_MFF_adjusted"
"RHW","ROYAL BERKSHIRE NHS FOUNDATION TRUST","RCI(excl XBD)",105.15,"Episode_MFF_adjusted"
"RJ1","GUY'S AND ST THOMAS' NHS FOUNDATION TRUST","RCI(excl XBD)",111.32,"Episode_MFF_adjusted"
"RJ2","LEWISHAM AND GREENWICH NHS TRUST","RCI(excl XBD)",103.76,"Episode_MFF_adjusted"
"RJ6","CROYDON HEALTH SERVICES NHS TRUST","RCI(excl XBD)",106.54,"Episode_MFF_adjusted"
"RJ7","ST GEORGE'S HEALTHCARE NHS TRUST","RCI(excl XBD)",101.35,"Episode_MFF_adjusted"
"RJ8","CORNWALL PARTNERSHIP NHS FOUNDATION TRUST","RCI(excl XBD)",112.21,"Episode_MFF_adjusted"
"RJC","SOUTH WARWICKSHIRE NHS FOUNDATION TRUST","RCI(excl XBD)",96.75,"Episode_MFF_adjusted"
"RJE","UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST","RCI(excl XBD)",105.9,"Episode_MFF_adjusted"
"RJF","BURTON HOSPITALS NHS FOUNDATION TRUST","RCI(excl XBD)",94.14,"Episode_MFF_adjusted"
"RJL","NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST","RCI(excl XBD)",102.93,"Episode_MFF_adjusted"
"RJN","EAST CHESHIRE NHS TRUST","RCI(excl XBD)",111.41,"Episode_MFF_adjusted"
"RJR","COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST","RCI(excl XBD)",99.71,"Episode_MFF_adjusted"
"RJZ","KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST","RCI(excl XBD)",111.81,"Episode_MFF_adjusted"
"RK5","SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST","RCI(excl XBD)",108.14,"Episode_MFF_adjusted"
"RK9","PLYMOUTH HOSPITALS NHS TRUST","RCI(excl XBD)",101.9,"Episode_MFF_adjusted"
"RKB","UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST","RCI(excl XBD)",100.8,"Episode_MFF_adjusted"
"RKE","THE WHITTINGTON HOSPITAL NHS TRUST","RCI(excl XBD)",107.83,"Episode_MFF_adjusted"
"RKL","WEST LONDON MENTAL HEALTH NHS TRUST","RCI(excl XBD)",94.65,"Episode_MFF_adjusted"
"RL1","THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST","RCI(excl XBD)",110.19,"Episode_MFF_adjusted"
"RL4","THE ROYAL WOLVERHAMPTON NHS TRUST","RCI(excl XBD)",95.15,"Episode_MFF_adjusted"
"RLN","CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST","RCI(excl XBD)",97.78,"Episode_MFF_adjusted"
"RLQ","WYE VALLEY NHS TRUST","RCI(excl XBD)",107.74,"Episode_MFF_adjusted"
"RLT","GEORGE ELIOT HOSPITAL NHS TRUST","RCI(excl XBD)",105.38,"Episode_MFF_adjusted"
"RLU","BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST","RCI(excl XBD)",106.87,"Episode_MFF_adjusted"
"RLY","NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST","RCI(excl XBD)",100.94,"Episode_MFF_adjusted"
"RM1","NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RCI(excl XBD)",90.45,"Episode_MFF_adjusted"
"RM2","UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST","RCI(excl XBD)",98.3,"Episode_MFF_adjusted"
"RM3","SALFORD ROYAL NHS FOUNDATION TRUST","RCI(excl XBD)",100.41,"Episode_MFF_adjusted"
"RMC","BOLTON NHS FOUNDATION TRUST","RCI(excl XBD)",91.23,"Episode_MFF_adjusted"
"RMP","TAMESIDE HOSPITAL NHS FOUNDATION TRUST","RCI(excl XBD)",104.02,"Episode_MFF_adjusted"
"RMY","NORFOLK AND SUFFOLK NHS FOUNDATION TRUST","RCI(excl XBD)",104.74,"Episode_MFF_adjusted"
"RN3","GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST","RCI(excl XBD)",93.19,"Episode_MFF_adjusted"
"RN5","HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST","RCI(excl XBD)",97.99,"Episode_MFF_adjusted"
"RN7","DARTFORD AND GRAVESHAM NHS TRUST","RCI(excl XBD)",94.7,"Episode_MFF_adjusted"
"RNA","THE DUDLEY GROUP NHS FOUNDATION TRUST","RCI(excl XBD)",91.2,"Episode_MFF_adjusted"
"RNK","TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST","RCI(excl XBD)",92.84,"Episode_MFF_adjusted"
"RNL","NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST","RCI(excl XBD)",117.69,"Episode_MFF_adjusted"
"RNN","CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST","RCI(excl XBD)",104.92,"Episode_MFF_adjusted"
"RNQ","KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST","RCI(excl XBD)",99.58,"Episode_MFF_adjusted"
"RNS","NORTHAMPTON GENERAL HOSPITAL NHS TRUST","RCI(excl XBD)",92.93,"Episode_MFF_adjusted"
"RNU","OXFORD HEALTH NHS FOUNDATION TRUST","RCI(excl XBD)",94.05,"Episode_MFF_adjusted"
"RNZ","SALISBURY NHS FOUNDATION TRUST","RCI(excl XBD)",91.23,"Episode_MFF_adjusted"
"RP1","NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST","RCI(excl XBD)",100.99,"Episode_MFF_adjusted"
"RP4","GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST","RCI(excl XBD)",111,"Episode_MFF_adjusted"
"RP5","DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST","RCI(excl XBD)",95.35,"Episode_MFF_adjusted"
"RP6","MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST","RCI(excl XBD)",104.63,"Episode_MFF_adjusted"
"RP7","LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST","RCI(excl XBD)",99.74,"Episode_MFF_adjusted"
"RPA","MEDWAY NHS FOUNDATION TRUST","RCI(excl XBD)",107.51,"Episode_MFF_adjusted"
"RPC","QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST","RCI(excl XBD)",94.94,"Episode_MFF_adjusted"
"RPG","OXLEAS NHS FOUNDATION TRUST","RCI(excl XBD)",86.49,"Episode_MFF_adjusted"
"RPY","THE ROYAL MARSDEN NHS FOUNDATION TRUST","RCI(excl XBD)",111.61,"Episode_MFF_adjusted"
"RQ3","BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST","RCI(excl XBD)",104.48,"Episode_MFF_adjusted"
"RQ6","ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST","RCI(excl XBD)",102.26,"Episode_MFF_adjusted"
"RQ8","MID ESSEX HOSPITAL SERVICES NHS TRUST","RCI(excl XBD)",104.78,"Episode_MFF_adjusted"
"RQM","CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST","RCI(excl XBD)",92.72,"Episode_MFF_adjusted"
"RQQ","HINCHINGBROOKE HEALTH CARE NHS TRUST","RCI(excl XBD)",108.19,"Episode_MFF_adjusted"
"RQW","THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST","RCI(excl XBD)",98.76,"Episode_MFF_adjusted"
"RQX","HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","RCI(excl XBD)",89.04,"Episode_MFF_adjusted"
"RQY","SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST","RCI(excl XBD)",105.97,"Episode_MFF_adjusted"
"RR1","HEART OF ENGLAND NHS FOUNDATION TRUST","RCI(excl XBD)",102.32,"Episode_MFF_adjusted"
"RR7","GATESHEAD HEALTH NHS FOUNDATION TRUST","RCI(excl XBD)",100.54,"Episode_MFF_adjusted"
"RR8","LEEDS TEACHING HOSPITALS NHS TRUST","RCI(excl XBD)",100.73,"Episode_MFF_adjusted"
"RRD","NORTH ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","RCI(excl XBD)",99.66,"Episode_MFF_adjusted"
"RRE","SOUTH STAFFORDSHIRE AND SHROPSHIRE HEALTHCARE NHS FOUNDATION TRUST","RCI(excl XBD)",91.52,"Episode_MFF_adjusted"
"RRF","WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST","RCI(excl XBD)",100.3,"Episode_MFF_adjusted"
"RRJ","THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST","RCI(excl XBD)",114.57,"Episode_MFF_adjusted"
"RRK","UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST","RCI(excl XBD)",113.52,"Episode_MFF_adjusted"
"RRP","BARNET, ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST","RCI(excl XBD)",94.43,"Episode_MFF_adjusted"
"RRU","LONDON AMBULANCE SERVICE NHS TRUST","RCI(excl XBD)",105.46,"Episode_MFF_adjusted"
"RRV","UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST","RCI(excl XBD)",110.06,"Episode_MFF_adjusted"
"RT1","CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST","RCI(excl XBD)",103.27,"Episode_MFF_adjusted"
"RT2","PENNINE CARE NHS FOUNDATION TRUST","RCI(excl XBD)",80.25,"Episode_MFF_adjusted"
"RT3","ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST","RCI(excl XBD)",115.82,"Episode_MFF_adjusted"
"RT5","LEICESTERSHIRE PARTNERSHIP NHS TRUST","RCI(excl XBD)",93.49,"Episode_MFF_adjusted"
"RTD","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RCI(excl XBD)",92.61,"Episode_MFF_adjusted"
"RTE","GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST","RCI(excl XBD)",88.4,"Episode_MFF_adjusted"
"RTF","NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST","RCI(excl XBD)",92.31,"Episode_MFF_adjusted"
"RTG","DERBY HOSPITALS NHS FOUNDATION TRUST","RCI(excl XBD)",91.62,"Episode_MFF_adjusted"
"RTH","OXFORD UNIVERSITY HOSPITALS NHS TRUST","RCI(excl XBD)",99.56,"Episode_MFF_adjusted"
"RTK","ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST","RCI(excl XBD)",90.84,"Episode_MFF_adjusted"
"RTP","SURREY AND SUSSEX HEALTHCARE NHS TRUST","RCI(excl XBD)",85.33,"Episode_MFF_adjusted"
"RTQ","2GETHER NHS FOUNDATION TRUST","RCI(excl XBD)",114,"Episode_MFF_adjusted"
"RTR","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RCI(excl XBD)",94.96,"Episode_MFF_adjusted"
"RTV","5 BOROUGHS PARTNERSHIP NHS FOUNDATION TRUST","RCI(excl XBD)",104.6,"Episode_MFF_adjusted"
"RTX","UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST","RCI(excl XBD)",108.27,"Episode_MFF_adjusted"
"RV3","CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST","RCI(excl XBD)",103.45,"Episode_MFF_adjusted"
"RV5","SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST","RCI(excl XBD)",108.22,"Episode_MFF_adjusted"
"RV9","HUMBER NHS FOUNDATION TRUST","RCI(excl XBD)",100.97,"Episode_MFF_adjusted"
"RVJ","NORTH BRISTOL NHS TRUST","RCI(excl XBD)",108.92,"Episode_MFF_adjusted"
"RVN","AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST","RCI(excl XBD)",114.77,"Episode_MFF_adjusted"
"RVR","EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST","RCI(excl XBD)",97.37,"Episode_MFF_adjusted"
"RVV","EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST","RCI(excl XBD)",99.34,"Episode_MFF_adjusted"
"RVW","NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST","RCI(excl XBD)",98.05,"Episode_MFF_adjusted"
"RVY","SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST","RCI(excl XBD)",104.75,"Episode_MFF_adjusted"
"RW1","SOUTHERN HEALTH NHS FOUNDATION TRUST","RCI(excl XBD)",94.55,"Episode_MFF_adjusted"
"RW3","CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RCI(excl XBD)",113.17,"Episode_MFF_adjusted"
"RW4","MERSEY CARE NHS TRUST","RCI(excl XBD)",86.05,"Episode_MFF_adjusted"
"RW5","LANCASHIRE CARE NHS FOUNDATION TRUST","RCI(excl XBD)",118.58,"Episode_MFF_adjusted"
"RW6","PENNINE ACUTE HOSPITALS NHS TRUST","RCI(excl XBD)",105.33,"Episode_MFF_adjusted"
"RWA","HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST","RCI(excl XBD)",97.08,"Episode_MFF_adjusted"
"RWD","UNITED LINCOLNSHIRE HOSPITALS NHS TRUST","RCI(excl XBD)",107.2,"Episode_MFF_adjusted"
"RWE","UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST","RCI(excl XBD)",94.05,"Episode_MFF_adjusted"
"RWF","MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST","RCI(excl XBD)",100.73,"Episode_MFF_adjusted"
"RWG","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","RCI(excl XBD)",100.75,"Episode_MFF_adjusted"
"RWH","EAST AND NORTH HERTFORDSHIRE NHS TRUST","RCI(excl XBD)",100.35,"Episode_MFF_adjusted"
"RWJ","STOCKPORT NHS FOUNDATION TRUST","RCI(excl XBD)",98.06,"Episode_MFF_adjusted"
"RWK","EAST LONDON NHS FOUNDATION TRUST","RCI(excl XBD)",96.88,"Episode_MFF_adjusted"
"RWN","SOUTH ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","RCI(excl XBD)",90.45,"Episode_MFF_adjusted"
"RWP","WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST","RCI(excl XBD)",106.94,"Episode_MFF_adjusted"
"RWR","HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","RCI(excl XBD)",100.73,"Episode_MFF_adjusted"
"RWV","DEVON PARTNERSHIP NHS TRUST","RCI(excl XBD)",110.24,"Episode_MFF_adjusted"
"RWW","WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST","RCI(excl XBD)",97.99,"Episode_MFF_adjusted"
